question,gt,options,answer
"Please jusitfy the sentiment of the following sentence:
Finnish consumer packaging manufacturer Huhtamaki Oyj said it swung to a net profit of 84.1 mln euro $ 105.6 mln in the first nine months of 2006 from a net loss of 2.6 mln euro $ 3.3 mln in the same period of 2005 .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Cramo is a service company specialising in construction machinery and equipment rental and rental-related services , as well as the rental and sale of modular space .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
It is hand-painted resin with real 14-0 trebles and is 75cm long by 25cm deep from top to bottom of the middle hook .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The previous offer was 3.4 % of voting rights and 12.3 % of capital .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The company expects net sales to significantly increase from 2009 .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Finnish financial software solutions developer BasWare Oyj said its net profit fell to 884,000 euro ( $ 1.2 mln ) for the first quarter of 2007 from 2.0 mln euro ( $ 2.7 mln ) a year earlier .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
Cohen & Steers , Inc. : 5 534 530 shares representing 4.985 % of the share capital and voting rights .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Net sales dropped by 6 % year-on-year to EUR 11.9 million .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
The order was valued at USD12 .2 m.",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The donations are granted to Aalto University and the universities of Helsinki , Tampere , Turku , Eastern Finland , Jyv+ñskyl+ñ , Oulu and Vaasa , and to polytechnics to be announced later .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The webcast may be followed online on the company website at www.ruukki.com/investors .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
ADP News - Nov 13 , 2008 - Finnish printed circuit board PCB maker Aspocomp Group Oyj OMX : ACG1V said today that its net loss narrowed to EUR 2 million USD 2.5 m in the first nine months of 2008 from EUR 57",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
The total value of the deliveries is some EUR65m .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Operating profit of the Asian plants grew markedly .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
That address also happens to house Italian megamart Eataly , meaning that `` Come on , kids , we 're going to the Toy Building ! ''",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The maximum amount of the capital loan will be EUR30m and the minimum subscription -- EUR10 ,000 .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Sanoma Magazines Finland 's net sales grew to EUR 140.1 mn from EUR 131.8 mn .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
The fair value of the investment properties totaled EUR 2,534.9 mn , up from EUR 2,455.1 mn in 2006 .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Clothing chain Sepp+ñl+ñ 's net sales increased by 7.0 % to EUR 30.8 mn .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
New Novator products are supposed to be exported .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Lithuanian beer makers sold 256.88 million liters of beer in 2005 , a rise of 4.5 per cent from the year-earlier figure of 245.92 million liters .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
The e-commerce site and flagship will be managed by Marimekko North America Retail LLC , a subsidiary established in the U.S. last year .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The offer of some 30 million shares aimed to raise more than  x20ac 500 million US$ 640 million , was expected to be completed by Oct. 9 , Outokumpu said .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Previously , Grimaldi held a 46.43 pct stake in the Finnish company following the takeover bid launched in November 2006 .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The corrected chapter is in its entirety below .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Thus the group 's balance sheet will have about EUR25 .8 m in goodwill for 2010 , the company added .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Operating profit for the three-month period increased from EUR1 .2 m , while revenue increased from EUR20 .2 m , as compared to the corresponding period in 2005 .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
According to CEO Matti Perkonoja of the parent company HKScan , the company 's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009 .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
However , the proportion of the paid standing orders grew in 2009 .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Mr Skogster currently serves as the manager responsible for ABB Oy 's system modules for low voltage drives .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
The company said that currently the French distribution unit Ragot is located in Loudeac , Normandy , the distribution unit Waterqueen and line supplier Tortue in Saint Marcel in mid-France and the hook manufacturing unit VMC and hook distribution unit VMC Europe in Morvillars .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
- UPM-Kymmene upgraded to ` in-line ' from ` underperform ' by Goldman Sachs .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Cargotec 's business areas also include the container handling solutions business area Kalmar and the marine cargo handling and offshore load handling solutions business area MacGREGOR .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The cosmetics collection includes an eye shadow , face powder , lip gloss , mascara and accessories .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
This amount will not be included in the pensionable salary .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November lowered its full-year net sales estimate .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Olvi , which controls a 94 percent stake in Ragutis through A. Le Coq , said in its annual report published earlier this year that the Lithuanian brewery 's sales reached 15.04 million euros last year , a rise of 20.4 percent from 12.49 million euros in 2004 .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Danske Bank A-S DANSKE DC jumped 3.7 percent to 133.4 kroner , rebounding from yesterday s 3.5 percent slide .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Finland 's Technopolis is planning to bring the first section of a technopark on stream in St. Petersburg at the end of 2008 , Kari Mikkonen , vice president of Technopolis , told reporters in Helsinki .",neutral,"[""negative"", ""neutral"", ""positive""]",B
